PartNum,RevisionNum,MtlPartNum,ReqDueDate,TotalRemainingQty,TotalRequiredQty,TotalOnHandQty,TotalRelQty,DemandLeadTime
2UT119028A8352B-3,0,3300 2153,2016-07-21,600.0,2.724,0.0,0.0,0
2UT119028A8352B-3,0,3300 2154,2016-07-21,600.0,2.724,0.0,0.0,0
2UT119028A8352B-3,0,5000 0385,2016-07-21,600.0,0.606,0.0,0.0,0
2UT119028A8352B-3,0,5000 0395,2016-07-21,600.0,5.4,0.0,0.0,0
2UT119028A8352B-3,0,5000 2019,2016-07-21,600.0,600.0,0.0,0.0,0
2UT119028A8352B-3,0,5000 2021,2016-07-21,600.0,19.08,0.0,0.0,0
2UT119028A8352B-3,0,PWI-2UT119028AXXX2B,2016-07-21,600.0,600.0,0.0,0.0,0
2UT119028A8402B-1,0,3300 1146,2016-07-21,150.0,0.075,0.0,0.0,0
2UT119028A8402B-1,0,3300 2016,2016-07-21,150.0,0.681,0.0,0.0,0
2UT119028A8402B-1,0,3300 2153,2016-07-21,150.0,0.681,0.0,0.0,0
2UT119028A8402B-1,0,3300 2154,2016-07-21,150.0,0.681,0.0,0.0,0
2UT119028A8402B-1,0,5000 0385,2016-07-21,150.0,0.1515,0.0,0.0,0
2UT119028A8402B-1,0,5000 0395,2016-07-21,150.0,1.35,0.0,0.0,0
2UT119028A8402B-1,0,5000 2019,2016-07-21,150.0,150.0,0.0,0.0,0
2UT119028A8402B-1,0,5000 2021,2016-07-21,150.0,4.77,0.0,0.0,0
2UT119028A8402B-1,0,PWI-2UT119028AXXX2B,2016-07-21,150.0,150.0,0.0,0.0,0
2UT119028A8404B-1,0,3300 1146,2016-07-21,2704.0,1.352,0.0,0.0,0
2UT119028A8404B-1,0,3300 2016,2016-07-21,2704.0,12.27616,0.0,0.0,0
2UT119028A8404B-1,0,3300 2153,2016-07-21,2704.0,12.27616,0.0,0.0,0
2UT119028A8404B-1,0,3300 2154,2016-07-21,2704.0,12.27616,0.0,0.0,0
2UT119028A8404B-1,0,5000 0385,2016-07-21,2704.0,2.73104,0.0,0.0,0
2UT119028A8404B-1,0,5000 0395,2016-07-21,2704.0,24.336,0.0,0.0,0
2UT119028A8404B-1,0,5000 2018,2016-07-21,2704.0,2704.0,0.0,0.0,0
2UT119028A8404B-1,0,5000 2020,2016-07-21,2704.0,85.9872,0.0,0.0,0
2UT119028A8404B-1,0,PWI-2UT119028AXXX4B,2016-07-21,2704.0,2704.0,0.0,0.0,0
2UT119028A8504B-1,0,0723-SM503R8000,2016-07-21,1352.0,2536.0,0.0,0.0,0
2UT119028A8504B-1,0,3300 1146,2016-07-21,1352.0,0.676,0.0,0.0,0
2UT119028A8504B-1,0,3300 2016,2016-07-21,1352.0,6.13808,0.0,0.0,0
2UT119028A8504B-1,0,3300 2153,2016-07-21,1352.0,6.13808,0.0,0.0,0
2UT119028A8504B-1,0,3300 2154,2016-07-21,1352.0,6.13808,0.0,0.0,0
2UT119028A8504B-1,0,5000 0385,2016-07-21,1352.0,1.36552,0.0,0.0,0
2UT119028A8504B-1,0,5000 0395,2016-07-21,1352.0,12.168,0.0,0.0,0
2UT119028A8504B-1,0,5000 2018,2016-07-21,1352.0,1352.0,0.0,0.0,0
2UT119028A8504B-1,0,5000 2020,2016-07-21,1352.0,42.9936,0.0,0.0,0
2UT119028A8504B-1,0,PWI-2UT119028AXXX4B,2016-07-21,1352.0,1352.0,0.0,0.0,0
2UT217028A8504B-1,0,3300 1146,2016-07-21,300.0,0.2082,0.0,0.0,0
2UT217028A8504B-1,0,3300 2015,2016-07-21,300.0,1.875,0.0,0.0,0
2UT217028A8504B-1,0,3300 2151,2016-07-21,300.0,1.875,0.0,0.0,0
2UT217028A8504B-1,0,3300 2152,2016-07-21,300.0,1.875,0.0,0.0,0
2UT217028A8504B-1,0,5000 0385,2016-07-21,300.0,0.414,0.0,0.0,0
2UT217028A8504B-1,0,5000 0396,2016-07-21,300.0,3.75,0.0,0.0,0
2UT217028A8504B-1,0,5000 2018,2016-07-21,300.0,300.0,0.0,0.0,0
2UT217028A8504B-1,0,5000 2020,2016-07-21,300.0,12.9,0.0,0.0,0
2UT217028A8504B-1,0,PWI-2UT217028AXXX4B,2016-07-21,300.0,300.0,0.0,0.0,0
2UT217042A8302C-1,-,3300 1146,2016-07-21,152.0,0.10548,0.0,0.0,0
2UT217042A8302C-1,-,3300 2015,2016-07-21,152.0,0.95,0.0,0.0,0
2UT217042A8302C-1,-,3300 2151,2016-07-21,152.0,0.95,0.0,0.0,0
2UT217042A8302C-1,-,3300 2152,2016-07-21,152.0,0.95,0.0,0.0,0
2UT217042A8302C-1,-,5000 0385,2016-07-21,152.0,0.20976,0.0,0.0,0
2UT217042A8302C-1,-,5000 0396,2016-07-21,152.0,1.9,0.0,0.0,0
2UT217042A8302C-1,-,5000 2019,2016-07-21,152.0,152.0,0.0,0.0,0
2UT217042A8302C-1,-,5000 2021,2016-07-21,152.0,6.536,0.0,0.0,0
2UT217042A8302C-1,-,PWI-2UT217042AXXX2C,2016-07-21,152.0,152.0,0.0,0.0,0
2UT217042A8352B-4,0,3300 1146,2016-07-21,5400.0,3.7476,0.0,0.0,0
2UT217042A8352B-4,0,3300 2015,2016-07-21,5400.0,33.75,0.0,0.0,0
2UT217042A8352B-4,0,3300 2151,2016-07-21,5400.0,33.75,0.0,0.0,0
2UT217042A8352B-4,0,3300 2152,2016-07-21,5400.0,33.75,0.0,0.0,0
2UT217042A8352B-4,0,5000 0385,2016-07-21,5400.0,7.452,0.0,0.0,0
2UT217042A8352B-4,0,5000 0396,2016-07-21,5400.0,67.5,0.0,0.0,0
2UT217042A8352B-4,0,5000 2019,2016-07-21,5400.0,5400.0,0.0,0.0,0
2UT217042A8352B-4,0,5000 2021,2016-07-21,5400.0,232.2,0.0,0.0,0
2UT217042A8352B-4,0,PWI-2UT217042AXXX2B,2016-07-21,5400.0,5400.0,0.0,0.0,0
2UT217042A8354B-1,0,0733-SM353R8000,2016-07-21,2400.0,800.0,0.0,0.0,0
2UT217042A8354B-1,0,1700 3083,2016-07-21,2400.0,152.0,0.0,0.0,0
2UT217042A8354B-1,0,3300 1146,2016-07-21,2400.0,1.6656,0.0,0.0,0
2UT217042A8354B-1,0,3300 2015,2016-07-21,2400.0,15.0,0.0,0.0,0
2UT217042A8354B-1,0,3300 2151,2016-07-21,2400.0,15.0,0.0,0.0,0
2UT217042A8354B-1,0,3300 2152,2016-07-21,2400.0,15.0,0.0,0.0,0
2UT217042A8354B-1,0,5000 0385,2016-07-21,2400.0,3.312,0.0,0.0,0
2UT217042A8354B-1,0,5000 0396,2016-07-21,2400.0,30.0,0.0,0.0,0
2UT217042A8354B-1,0,5000 2018,2016-07-21,2400.0,2400.0,0.0,0.0,0
2UT217042A8354B-1,0,5000 2020,2016-07-21,2400.0,103.2,0.0,0.0,0
2UT217042A8354B-1,0,PWI-2UT217042AXXX4B,2016-07-21,2400.0,2400.0,0.0,0.0,0
2UT217042A8402B-1,0,0735-SM403R8000,2016-07-21,4056.0,352.0,0.0,0.0,0
2UT217042A8402B-1,0,3300 1146,2016-07-21,4056.0,2.81486,0.0,0.0,0
2UT217042A8402B-1,0,3300 2015,2016-07-21,4056.0,25.35,0.0,0.0,0
2UT217042A8402B-1,0,3300 2151,2016-07-21,4056.0,25.35,0.0,0.0,0
2UT217042A8402B-1,0,3300 2152,2016-07-21,4056.0,25.35,0.0,0.0,0
2UT217042A8402B-1,0,5000 0385,2016-07-21,4056.0,5.59728,0.0,0.0,0
2UT217042A8402B-1,0,5000 0396,2016-07-21,4056.0,50.7,0.0,0.0,0
2UT217042A8402B-1,0,5000 2019,2016-07-21,4056.0,4056.0,0.0,0.0,0
2UT217042A8402B-1,0,5000 2021,2016-07-21,4056.0,174.408,0.0,0.0,0
2UT217042A8402B-1,0,PWI-2UT217042AXXX2B,2016-07-21,4056.0,4056.0,0.0,0.0,0
2UT217042A8504B-1,0,3300 1146,2016-07-21,600.0,0.4164,0.0,0.0,0
2UT217042A8504B-1,0,3300 2015,2016-07-21,600.0,3.75,0.0,0.0,0
2UT217042A8504B-1,0,3300 2151,2016-07-21,600.0,3.75,0.0,0.0,0
2UT217042A8504B-1,0,3300 2152,2016-07-21,600.0,3.75,0.0,0.0,0
2UT217042A8504B-1,0,5000 0385,2016-07-21,600.0,0.828,0.0,0.0,0
2UT217042A8504B-1,0,5000 0396,2016-07-21,600.0,7.5,0.0,0.0,0
2UT217042A8504B-1,0,5000 2018,2016-07-21,600.0,600.0,0.0,0.0,0
2UT217042A8504B-1,0,5000 2020,2016-07-21,600.0,25.8,0.0,0.0,0
2UT217042A8504B-1,0,PWI-2UT217042AXXX4B,2016-07-21,600.0,600.0,0.0,0.0,0
2UT217056A8302C-1,-,3300 1146,2016-07-21,1800.0,1.2492,0.0,0.0,0
2UT217056A8302C-1,-,3300 2015,2016-07-21,1800.0,11.25,0.0,0.0,0
2UT217056A8302C-1,-,3300 2151,2016-07-21,1800.0,11.25,0.0,0.0,0
2UT217056A8302C-1,-,3300 2152,2016-07-21,1800.0,11.25,0.0,0.0,0
2UT217056A8302C-1,-,5000 0385,2016-07-21,1800.0,2.484,0.0,0.0,0
2UT217056A8302C-1,-,5000 0396,2016-07-21,1800.0,22.5,0.0,0.0,0
2UT217056A8302C-1,-,5000 2019,2016-07-21,1800.0,1800.0,0.0,0.0,0
2UT217056A8302C-1,-,5000 2021,2016-07-21,1800.0,77.4,0.0,0.0,0
2UT217056A8302C-1,-,PWI-2UT217056AXXX2C,2016-07-21,1800.0,1800.0,0.0,0.0,0
2UT217056A8304C-1,-,3300 1146,2016-07-21,600.0,0.4164,0.0,0.0,0
2UT217056A8304C-1,-,3300 2015,2016-07-21,600.0,3.75,0.0,0.0,0
2UT217056A8304C-1,-,3300 2151,2016-07-21,600.0,3.75,0.0,0.0,0
2UT217056A8304C-1,-,3300 2152,2016-07-21,600.0,3.75,0.0,0.0,0
2UT217056A8304C-1,-,5000 0385,2016-07-21,600.0,0.828,0.0,0.0,0
2UT217056A8304C-1,-,5000 0396,2016-07-21,600.0,7.5,0.0,0.0,0
2UT217056A8304C-1,-,5000 2018,2016-07-21,600.0,600.0,0.0,0.0,0
2UT217056A8304C-1,-,5000 2020,2016-07-21,600.0,25.8,0.0,0.0,0
2UT217056A8304C-1,-,PWI-2UT217056AXXX4C,2016-07-21,600.0,600.0,0.0,0.0,0
2UT217056T8302C-1,-,3300 1146,2016-07-21,152.0,0.10548,0.0,0.0,0
2UT217056T8302C-1,-,3300 2015,2016-07-21,152.0,0.95,0.0,0.0,0
2UT217056T8302C-1,-,3300 2151,2016-07-21,152.0,0.95,0.0,0.0,0
2UT217056T8302C-1,-,3300 2152,2016-07-21,152.0,0.95,0.0,0.0,0
2UT217056T8302C-1,-,5000 0385,2016-07-21,152.0,0.20976,0.0,0.0,0
2UT217056T8302C-1,-,5000 0396,2016-07-21,152.0,1.9,0.0,0.0,0
2UT217056T8302C-1,-,5000 2019,2016-07-21,152.0,152.0,0.0,0.0,0
2UT217056T8302C-1,-,5000 2021,2016-07-21,152.0,6.536,0.0,0.0,0
2UT217056T8302C-1,-,PWI-2UT217056TXXX2C,2016-07-21,152.0,152.0,0.0,0.0,0
2UT217056T8402B-1,0,3300 1146,2016-07-21,2704.0,1.87657,0.0,0.0,0
2UT217056T8402B-1,0,3300 2015,2016-07-21,2704.0,16.9,0.0,0.0,0
2UT217056T8402B-1,0,3300 2151,2016-07-21,2704.0,16.9,0.0,0.0,0
2UT217056T8402B-1,0,3300 2152,2016-07-21,2704.0,16.9,0.0,0.0,0
2UT217056T8402B-1,0,5000 0385,2016-07-21,2704.0,3.73152,0.0,0.0,0
2UT217056T8402B-1,0,5000 0396,2016-07-21,2704.0,33.8,0.0,0.0,0
2UT217056T8402B-1,0,5000 2019,2016-07-21,2704.0,2704.0,0.0,0.0,0
2UT217056T8402B-1,0,5000 2021,2016-07-21,2704.0,116.272,0.0,0.0,0
2UT217056T8402B-1,0,PWI-2UT217056TXXX2B,2016-07-21,2704.0,2704.0,0.0,0.0,0
4508773,B,1700 2881,2016-07-21,1220.0,1220.0,945.0,2160.0,0
4508773,B,2101 1186,2016-07-21,3660.0,3660.0,32703.0,7018.0,0
4508773,B,2461 0569,2016-07-21,10980.0,10980.0,139329.0,135000.0,0
4508773,B,4508773-CUST-DOCS,2016-07-21,1220.0,1220.0,0.0,0.0,0
4508773,B,5000 0527,2016-07-21,1220.0,1220.0,0.0,100000.0,0
4508773,B,5000 0561,2016-07-21,3660.0,3660.0,0.0,230000.0,0
4508773,B,5101 0480,2016-07-21,1220.0,3660.0,19277.0,0.0,0
4508773,B,PWI-4508773,2016-07-21,1220.0,1220.0,0.0,0.0,0
4508773,B,PWI-4508773-0010,2016-07-21,1220.0,1220.0,0.0,0.0,0
4508773,B,PWI-4508773-0015,2016-07-21,1220.0,1220.0,0.0,0.0,0
4508773,B,PWI-4508773-0020,2016-07-21,1220.0,1220.0,0.0,0.0,0
4508773,B,PWI-4508773-0030,2016-07-21,1220.0,1220.0,0.0,0.0,0
4508773,B,PWI-4508773-0035,2016-07-21,1220.0,1220.0,0.0,0.0,0
4508773,B,PWI-4508773-0040,2016-07-21,1220.0,1220.0,0.0,0.0,0
4508773,B,PWI-4508773-0050,2016-07-21,1220.0,1220.0,0.0,0.0,0
4510170,O,4510170-CUST-DOCS,2016-07-21,120.0,120.0,0.0,0.0,0
4510170,O,5000 0527,2016-07-21,120.0,120.0,0.0,100000.0,0
4510170,O,PWI-4510170-0010,2016-07-21,120.0,120.0,0.0,0.0,0
4510170,O,PWI-4510170-0020,2016-07-21,120.0,120.0,0.0,0.0,0
4510170,O,PWI-4510170-0030,2016-07-21,120.0,120.0,0.0,0.0,0
4510170,O,PWI-4510170-0035,2016-07-21,120.0,120.0,0.0,0.0,0
4510170,O,PWI-4510170-0050,2016-07-21,120.0,120.0,0.0,0.0,0
4510170,O,PWI-4510170-0060,2016-07-21,120.0,120.0,0.0,0.0,0
4510170,O,PWI-4510170-0070,2016-07-21,120.0,120.0,0.0,0.0,0
4512856,A,4512856-CUST-DOCS,2016-07-21,500.0,500.0,0.0,0.0,0
4512856,A,5000 0527,2016-07-21,500.0,500.0,0.0,100000.0,0
4515653,E,4515653-CUST-DOCS,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,5000 0527,2016-07-21,400.0,400.0,0.0,100000.0,0
4515653,E,PWI-4515653,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,PWI-4515653-0010,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,PWI-4515653-0015,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,PWI-4515653-0020,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,PWI-4515653-0035,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,PWI-4515653-0040,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,PWI-4515653-0050-5DX,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,PWI-4515653-0060,2016-07-21,400.0,400.0,0.0,0.0,0
4515653,E,PWI-4515653-0070-POGO,2016-07-21,400.0,400.0,0.0,0.0,0
4519035,B,4519035-CUST-DOCS,2016-07-21,34.0,34.0,0.0,0.0,0
4522057,E,2100 4061,2016-07-21,600.0,600.0,66118.0,32000.0,0
4522057,E,2100 4481,2016-07-21,600.0,600.0,9678.0,0.0,0
4522057,E,2500 1575,2016-07-21,600.0,941.0,122552.0,0.0,0
4522057,E,2500 1576,2016-07-21,300.0,600.0,57503.0,0.0,0
4522057,E,2500 1988,2016-07-21,300.0,300.0,4211.0,0.0,0
4522057,E,4522057-CUST-DOCS,2016-07-21,900.0,900.0,0.0,0.0,0
4522057,E,5000 0527,2016-07-21,900.0,900.0,0.0,300000.0,0
4522057,E,PWI-4522057,2016-07-21,900.0,900.0,0.0,0.0,0
4523372,C,3131 7037,2016-07-21,600.0,7800.0,614954.0,0.0,0
4523372,C,3131 7078,2016-07-21,300.0,1200.0,30613.0,6000.0,0
4523372,C,3131 7093,2016-07-21,600.0,4800.0,205206.0,84000.0,0
4523372,C,3131 7748,2016-07-21,600.0,1800.0,214862.0,0.0,0
4523372,C,3131 7889,2016-07-21,900.0,2700.0,99186.0,0.0,0
4523372,C,3131 7962,2016-07-21,1200.0,1200.0,38496.0,0.0,0
4523372,C,3131 8349,2016-07-21,2400.0,2400.0,169584.0,60000.0,0
4523372,C,3131 8359,2016-07-21,900.0,1800.0,40827.0,0.0,0
4523372,C,3131 8423,2016-07-21,600.0,600.0,14036.0,0.0,0
4523372,C,3131 8424,2016-07-21,300.0,300.0,5932.0,0.0,0
4523372,C,3131 8435,2016-07-21,600.0,1400.0,55730.0,32000.0,0
4523372,C,3131 8782,2016-07-21,2700.0,8100.0,336690.0,47580.0,0
4523372,C,3131 8791,2016-07-21,4200.0,8400.0,338656.0,55000.0,0
4523372,C,3131 8872,2016-07-21,1800.0,5400.0,296460.0,96000.0,0
4523372,C,3131 9380,2016-07-21,300.0,300.0,365.0,0.0,0
4523372,C,4523372-CUST-DOCS,2016-07-21,1200.0,1200.0,0.0,0.0,0
4523372,C,5000 0527,2016-07-21,1200.0,1200.0,0.0,400000.0,0
4523372,C,PWI-4523372,2016-07-21,1200.0,1200.0,0.0,0.0,0
4524460,A,1501 6528,2016-07-21,3702.0,2802.0,237432.0,176000.0,0
4524460,A,1501 6546,2016-07-21,1234.0,2802.0,1677892.0,0.0,0
4524460,A,1501 6547,2016-07-21,1234.0,22416.0,2342316.0,640000.0,0
4524460,A,1501 6562,2016-07-21,6170.0,4670.0,1033100.0,560000.0,0
4524460,A,1501 6565,2016-07-21,1234.0,3736.0,677240.0,0.0,0
4524460,A,1501 6571,2016-07-21,1234.0,934.0,367456.0,0.0,0
4524460,A,1501 6572,2016-07-21,1234.0,934.0,176780.0,70000.0,0
4524460,A,1501 6575,2016-07-21,1234.0,4670.0,292512.0,76000.0,0
4524460,A,1501 6577,2016-07-21,1234.0,351752.0,65415372.0,0.0,0
4524460,A,1501 6578,2016-07-21,6170.0,233500.0,2801460.0,3280000.0,0
4524460,A,1501 6582,2016-07-21,1234.0,1868.0,313088.0,96000.0,0
4524460,A,1501 6583,2016-07-21,1234.0,7472.0,673076.0,116000.0,0
4524460,A,1501 6590,2016-07-21,6170.0,4670.0,1302520.0,388000.0,0
4524460,A,1501 6592,2016-07-21,1234.0,3736.0,362100.0,104000.0,0
4524460,A,1501 6600,2016-07-21,1234.0,13076.0,391844.0,0.0,0
4524460,A,1501 6718,2016-07-21,1234.0,934.0,112104.0,0.0,0
4524460,A,1501 6720,2016-07-21,1234.0,8406.0,249656.0,0.0,0
4524460,A,1501 6807,2016-07-21,1234.0,6538.0,184460.0,0.0,0
4524460,A,1501 6906,2016-07-21,930.0,930.0,53370.0,0.0,0
4524460,A,1501 6908,2016-07-21,1234.0,10274.0,1237564.0,360000.0,0
4524460,A,1501 6912,2016-07-21,1234.0,934.0,67868.0,18000.0,0
4524460,A,1501 6914,2016-07-21,12340.0,168120.0,12565520.0,2256000.0,0
4524460,A,1501 6915,2016-07-21,1234.0,19614.0,3615520.0,0.0,0
4524460,A,1501 6929,2016-07-21,1234.0,934.0,107080.0,40000.0,0
4524460,A,1501 6931,2016-07-21,1234.0,39228.0,4837936.0,1840000.0,0
4524460,A,1501 6932,2016-07-21,1234.0,14944.0,578584.0,0.0,0
4524460,A,1501 6933,2016-07-21,1234.0,934.0,68236.0,0.0,0
4524460,A,1501 6936,2016-07-21,1234.0,934.0,172008.0,32000.0,0
4524460,A,1501 6937,2016-07-21,1234.0,934.0,56952.0,16000.0,0
4524460,A,1501 6938,2016-07-21,1234.0,934.0,843808.0,200000.0,0
4524460,A,1501 6941,2016-07-21,1234.0,1868.0,127308.0,0.0,0
4524460,A,1501 6942,2016-07-21,1234.0,934.0,127352.0,0.0,0
4524460,A,1501 6946,2016-07-21,1234.0,934.0,76084.0,12000.0,0
4524460,A,1501 6954,2016-07-21,1234.0,27086.0,807508.0,0.0,0
4524460,A,1501 7133,2016-07-21,1234.0,1868.0,55936.0,80000.0,0
4524460,A,1501 7573,2016-07-21,1234.0,3736.0,184284.0,0.0,0
4524460,A,1501 7574,2016-07-21,20978.0,285804.0,11653004.0,1560000.0,0
4524460,A,1501 7835,2016-07-21,2468.0,3736.0,318704.0,144000.0,0
4524460,A,1501 7882,2016-07-21,3702.0,182130.0,8208912.0,6360000.0,0
4524460,A,1501 7883,2016-07-21,1234.0,934.0,64576.0,16000.0,0
4524460,A,1501 7884,2016-07-21,3702.0,11208.0,209556.0,204000.0,0
4524460,A,1501 7886,2016-07-21,1234.0,1868.0,105544.0,16000.0,0
4524460,A,1501 7887,2016-07-21,1234.0,934.0,81836.0,39600.0,0
4524460,A,1501 7888,2016-07-21,8638.0,13076.0,575512.0,504000.0,0
4524460,A,1501 8374,2016-07-21,1234.0,934.0,61640.0,0.0,0
4524460,A,1700 3113,2016-07-21,2802.0,1035.0,39699.0,26508.0,0
4524460,A,1801 1913,2016-07-21,1234.0,21482.0,2988564.0,960000.0,0
4524460,A,1801 1916,2016-07-21,1234.0,934.0,125812.0,0.0,0
4524460,A,1801 1918,2016-07-21,1234.0,13076.0,1983048.0,864000.0,0
4524460,A,1801 1919,2016-07-21,1234.0,9340.0,1842544.0,0.0,0
4524460,A,1801 2011,2016-07-21,4936.0,14944.0,3240704.0,560000.0,0
4524460,A,1801 2012,2016-07-21,3702.0,2802.0,319224.0,120000.0,0
4524460,A,1801 2056,2016-07-21,1234.0,934.0,43828.0,0.0,0
4524460,A,1801 2061,2016-07-21,1234.0,3736.0,551172.0,0.0,0
4524460,A,1801 2062,2016-07-21,1234.0,934.0,79200.0,0.0,0
4524460,A,1801 2063,2016-07-21,2468.0,1868.0,275176.0,48000.0,0
4524460,A,1801 2182,2016-07-21,1234.0,1868.0,239764.0,0.0,0
4524460,A,1801 2183,2016-07-21,1234.0,7472.0,627100.0,112000.0,0
4524460,A,2100 4046,2016-07-21,904.0,1108.0,40350.0,0.0,0
4524460,A,2100 4047,2016-07-21,1234.0,1268.0,61644.0,0.0,0
4524460,A,2100 4048,2016-07-21,1234.0,634.0,54728.0,0.0,0
4524460,A,2100 4061,2016-07-21,904.0,604.0,99177.0,48000.0,0
4524460,A,2100 4210,2016-07-21,904.0,604.0,70173.0,0.0,0
4524460,A,2100 4211,2016-07-21,7404.0,7608.0,1103232.0,190080.0,0
4524460,A,2101 1146,2016-07-21,1234.0,934.0,357152.0,0.0,0
4524460,A,2301 0688,2016-07-21,1234.0,934.0,103128.0,60000.0,0
4524460,A,2301 1088,2016-07-21,6170.0,4670.0,173640.0,155548.0,0
4524460,A,2301 1089,2016-07-21,1234.0,1868.0,142200.0,0.0,0
4524460,A,2301 1091,2016-07-21,1234.0,934.0,9976.0,16000.0,0
4524460,A,2460 0432,2016-07-21,1234.0,634.0,83232.0,0.0,0
4524460,A,2460 0435,2016-07-21,2468.0,1268.0,11512.0,23772.0,0
4524460,A,2461 0691,2016-07-21,1234.0,10274.0,1309324.0,0.0,0
4524460,A,2461 0692,2016-07-21,1234.0,1868.0,43988.0,0.0,0
4524460,A,2500 1583,2016-07-21,904.0,1208.0,52080.0,0.0,0
4524460,A,2500 1833,2016-07-21,904.0,1208.0,92523.0,30000.0,0
4524460,A,2500 1989,2016-07-21,3702.0,11208.0,1173768.0,174000.0,0
4524460,A,2500 1990,2016-07-21,4936.0,11208.0,1467136.0,216000.0,0
4524460,A,2500 2103,2016-07-21,1234.0,2536.0,94324.0,0.0,0
4524460,A,2501 0356,2016-07-21,1234.0,2202.0,699756.0,0.0,0
4524460,A,2751 0392,2016-07-21,8638.0,13076.0,2368520.0,400000.0,0
4524460,A,3131 7041,2016-07-21,634.0,334.0,55286.0,45000.0,0
4524460,A,3131 7051,2016-07-21,3170.0,3340.0,516240.0,85000.0,0
4524460,A,3131 7060,2016-07-21,634.0,334.0,47412.0,0.0,0
4524460,A,3131 7065,2016-07-21,1268.0,4008.0,371340.0,192000.0,0
4524460,A,3131 7072,2016-07-21,1268.0,668.0,200184.0,20880.0,0
4524460,A,3131 7076,2016-07-21,634.0,334.0,15810.0,0.0,0
4524460,A,3131 7086,2016-07-21,1268.0,668.0,148040.0,26000.0,0
4524460,A,3131 7093,2016-07-21,634.0,668.0,205206.0,84000.0,0
4524460,A,3131 7570,2016-07-21,634.0,334.0,41506.0,0.0,0
4524460,A,3131 7641,2016-07-21,3170.0,3340.0,313960.0,30000.0,0
4524460,A,3131 7739,2016-07-21,634.0,334.0,52684.0,0.0,0
4524460,A,3131 7748,2016-07-21,634.0,668.0,214862.0,0.0,0
4524460,A,3131 7757,2016-07-21,5072.0,2672.0,196002.0,66000.0,0
4524460,A,3131 7876,2016-07-21,634.0,3006.0,189894.0,0.0,0
4524460,A,3131 7930,2016-07-21,634.0,334.0,9236.0,0.0,0
4524460,A,3131 7935,2016-07-21,1902.0,1002.0,75696.0,15000.0,0
4524460,A,3131 7942,2016-07-21,5706.0,3006.0,189324.0,115000.0,0
4524460,A,3131 8331,2016-07-21,634.0,334.0,18684.0,0.0,0
4524460,A,3131 8349,2016-07-21,2536.0,1336.0,169584.0,60000.0,0
4524460,A,3131 8426,2016-07-21,634.0,334.0,28688.0,0.0,0
4524460,A,3131 8429,2016-07-21,634.0,334.0,29736.0,12000.0,0
4524460,A,3131 8431,2016-07-21,5706.0,3006.0,96000.0,40800.0,0
4524460,A,3131 8433,2016-07-21,634.0,334.0,45894.0,36000.0,0
4524460,A,3131 8776,2016-07-21,634.0,2004.0,158882.0,0.0,0
4524460,A,3131 8777,2016-07-21,3170.0,1670.0,189126.0,21840.0,0
4524460,A,3131 8778,2016-07-21,4438.0,2338.0,112532.0,32980.0,0
4524460,A,3131 8779,2016-07-21,634.0,1002.0,47730.0,0.0,0
4524460,A,3131 8780,2016-07-21,634.0,334.0,10890.0,0.0,0
4524460,A,3131 8781,2016-07-21,934.0,334.0,22305.0,0.0,0
4524460,A,3131 8782,2016-07-21,1902.0,1002.0,224460.0,31720.0,0
4524460,A,3131 8783,2016-07-21,1902.0,1002.0,127560.0,18000.0,0
4524460,A,3131 8784,2016-07-21,634.0,334.0,6216.0,6000.0,0
4524460,A,3131 8785,2016-07-21,1268.0,668.0,27148.0,25000.0,0
4524460,A,3131 8786,2016-07-21,634.0,334.0,26850.0,0.0,0
4524460,A,3131 8787,2016-07-21,1268.0,668.0,91204.0,24000.0,0
4524460,A,3131 8788,2016-07-21,634.0,668.0,9260.0,12000.0,0
4524460,A,3131 8790,2016-07-21,634.0,668.0,240792.0,12000.0,0
4524460,A,3131 8791,2016-07-21,4438.0,238.0,338656.0,55000.0,0
4524460,A,3131 8792,2016-07-21,1902.0,1002.0,11664.0,17680.0,0
4524460,A,3131 8872,2016-07-21,1268.0,1336.0,197640.0,64000.0,0
4524460,A,3131 9343,2016-07-21,4438.0,238.0,66108.0,76000.0,0
4524460,A,3131 9502,2016-07-21,634.0,334.0,0.0,0.0,0
4524460,A,3131 9503,2016-07-21,634.0,334.0,0.0,0.0,0
4524460,A,3701 0548,2016-07-21,3804.0,4008.0,835932.0,257242.0,0
4524460,A,4301 0507,2016-07-21,4936.0,3736.0,177472.0,120000.0,0
4524460,A,4301 0509,2016-07-21,1234.0,1868.0,117304.0,40000.0,0
4524460,A,4301 0510,2016-07-21,1234.0,934.0,252660.0,0.0,0
4524460,A,4301 0511,2016-07-21,1234.0,4670.0,793272.0,72000.0,0
4524460,A,4301 0512,2016-07-21,1234.0,3736.0,139512.0,0.0,0
4524460,A,4301 0515,2016-07-21,1234.0,4670.0,1452800.0,280000.0,0
4524460,A,4301 0582,2016-07-21,1234.0,1868.0,62784.0,0.0,0
